count	DATE2	PRCP	SNWD	SNOW	TMAX	TMIN	AWND2	weekday	isWeekend
1244	10/28/2006	2.22	0.0	0.0	67	46	9.4	6	1
1410	10/29/2007	0.0	0.0	0.0	53	38	2.9	1	0
1321	11/19/2011	0.0	0.0	0.0	51	38	6.7	6	1
1405	12/04/2006	0.0	0.0	0.0	41	31	6.9	1	0
1557	12/18/2007	0.0	0.0	0.0	37	29	5.1	2	0
780	12/25/2013	0.0	0.0	0.0	31	19	4.7	3	0
1240	02/01/2010	0.0	0.0	0.0	35	25	8.1	1	0
1063	02/03/2014	1.17	1.2	8.0	43	27	6.7	1	0
1138	02/16/2009	0.0	0.0	0.0	40	28	5.4	1	0
1530	06/07/2007	0.0	0.0	0.0	75	54	2.0	4	0
1074	07/04/2008	0.32	0.0	0.0	78	69	2.7	5	0
1731	07/05/2006	1.05	0.0	0.0	79	68	2.9	3	0
1324	07/19/2008	0.0	0.0	0.0	96	78	6.3	6	1
1471	07/21/2009	1.14	0.0	0.0	71	64	6.3	2	0
1550	07/24/2013	0.0	0.0	0.0	83	68	4.5	3	0
1413	08/10/2012	0.24	0.0	0.0	80	70	4.3	5	0
1645	08/16/2006	0.0	0.0	0.0	85	67	4.3	3	0
1540	09/18/2007	0.0	0.0	0.0	70	53	3.4	2	0
1458	10/02/2014	0.0	0.0	0.0	70	61	4.7	4	0
1594	10/06/2009	0.0	0.0	0.0	66	50	4.5	2	0
1453	10/24/2014	0.0	0.0	0.0	63	51	4.5	5	0
1265	12/22/2015	0.19	0.0	0.0	62	53	4.9	2	0
1273	12/30/2013	0.0	0.0	0.0	45	23	6.3	1	0
1098	01/06/2013	0.0	0.0	0.0	46	34	6.7	7	1
1249	02/12/2015	0.0	7.9	0.0	40	16	7.4	4	0
1226	02/23/2009	0.0	0.0	0.0	34	24	13.4	1	0
1192	04/06/2015	0.0	0.0	0.0	63	42	4.3	1	0
1320	04/18/2011	0.0	0.0	0.0	63	47	6.9	1	0
1579	06/13/2008	0.0	0.0	0.0	83	66	4.7	5	0
1381	07/06/2012	0.0	0.0	0.0	93	72	2.7	5	0
1366	07/11/2014	0.0	0.0	0.0	86	71	4.0	5	0
1517	07/14/2006	0.0	0.0	0.0	87	69	3.4	5	0
1509	08/07/2009	0.0	0.0	0.0	79	64	4.9	5	0
1319	08/17/2008	0.0	0.0	0.0	83	65	4.5	7	1
1618	08/19/2008	0.0	0.0	0.0	83	65	6.5	2	0
1332	08/22/2009	0.74	0.0	0.0	81	70	2.9	6	1
1456	09/05/2013	0.0	0.0	0.0	80	64	5.6	4	0
1311	09/09/2013	0.0	0.0	0.0	73	57	4.3	1	0
1453	10/07/2014	0.06	0.0	0.0	71	63	4.7	2	0
1465	11/18/2013	0.22	0.0	0.0	65	51	7.4	1	0
1026	01/16/2012	0.04	0.0	0.0	37	15	4.7	1	0
990	02/08/2013	1.15	0.0	6.3	34	27	13.6	5	0
1067	02/09/2014	0.1	7.9	1.2	31	21	3.6	7	1
1303	02/18/2012	0.02	0.0	0.0	48	35	6.5	6	1
1494	03/12/2009	0.0	0.0	0.0	44	32	9.2	4	0
1507	04/04/2012	0.0	0.0	0.0	68	47	5.8	3	0
1381	04/17/2009	0.0	0.0	0.0	71	42	3.6	5	0
1509	06/18/2014	0.0	0.0	0.0	89	76	5.8	3	0
1220	06/29/2008	0.59	0.0	0.0	88	70	4.7	7	1
1438	07/02/2013	0.08	0.0	0.0	82	72	2.7	2	0
1374	07/28/2012	0.18	0.0	0.0	81	68	5.1	6	1
1205	09/06/2010	0.0	0.0	0.0	80	60	4.3	1	0
1350	09/19/2009	0.0	0.0	0.0	70	53	3.8	6	1
1432	09/21/2009	0.0	0.0	0.0	75	57	4.0	1	0
1309	09/23/2011	2.61	0.0	0.0	73	69	4.3	5	0
1542	10/08/2009	0.0	0.0	0.0	63	52	5.8	4	0
1418	11/09/2010	0.0	0.0	0.0	54	41	8.1	2	0
1178	12/31/2007	0.22	0.0	0.0	44	35	6.3	1	0
1454	02/03/2006	0.58	0.0	0.0	62	46	8.5	5	0
1581	02/28/2007	0.0	0.0	0.0	46	35	4.9	3	0
1248	03/06/2007	0.0	0.0	0.0	21	11	12.3	2	0
1122	03/16/2007	2.03	0.0	5.5	36	26	12.3	5	0
1138	03/22/2009	0.0	0.0	0.0	54	35	8.5	7	1
1369	05/01/2012	0.62	0.0	0.0	68	51	4.0	2	0
1322	05/10/2008	0.0	0.0	0.0	66	48	4.3	6	1
1525	05/31/2007	0.0	0.0	0.0	91	64	4.5	4	0
1308	07/10/2015	0.0	0.0	0.0	84	72	4.7	5	0
1398	07/18/2014	0.0	0.0	0.0	81	64	4.0	5	0
1615	08/27/2009	0.0	0.0	0.0	78	67	3.6	4	0
1405	08/29/2013	0.0	0.0	0.0	80	71	4.9	4	0
1213	09/07/2011	1.21	0.0	0.0	68	62	10.7	3	0
1402	10/05/2013	0.0	0.0	0.0	76	64	3.6	6	1
1429	10/25/2012	0.0	0.0	0.0	62	55	3.1	4	0
1198	11/12/2006	0.29	0.0	0.0	61	48	6.9	7	1
1292	11/24/2014	0.7	0.0	0.0	69	53	5.4	1	0
1211	12/02/2014	0.08	0.0	0.0	43	35	9.2	2	0
1341	12/15/2007	0.01	0.0	0.0	36	29	7.6	6	1
1331	12/15/2008	0.01	0.0	0.0	67	48	6.7	1	0
804	12/25/2007	0.0	0.0	0.0	43	35	5.4	2	0
1386	12/28/2006	0.0	0.0	0.0	48	36	5.1	4	0
985	12/31/2008	0.04	0.0	0.3	35	18	13.0	3	0
814	01/03/2014	0.29	5.9	3.3	18	9	10.5	5	0
1407	02/10/2006	0.0	0.0	0.0	37	26	6.7	5	0
1022	02/12/2012	0.01	0.0	0.2	32	20	9.8	7	1
1441	02/20/2008	0.0	0.0	0.0	32	24	7.4	3	0
1368	02/22/2014	0.0	9.8	0.0	54	40	7.2	6	1
903	02/22/2015	0.1	13.0	1.0	43	32	2.9	7	1
1464	03/01/2006	0.0	0.0	0.0	41	27	7.2	3	0
1403	03/21/2008	0.0	0.0	0.0	45	33	12.5	5	0
1340	04/12/2011	1.09	0.0	0.0	72	45	10.7	2	0
1341	04/23/2012	0.22	0.0	0.0	54	42	6.7	1	0
1595	04/24/2007	0.0	0.0	0.0	76	58	6.0	2	0
1280	04/29/2006	0.0	0.0	0.0	64	45	6.9	6	1
1314	05/03/2010	1.29	0.0	0.0	80	67	4.9	1	0
1536	05/18/2012	0.0	0.0	0.0	72	54	4.3	5	0
1404	05/20/2014	0.0	0.0	0.0	78	53	3.1	2	0
1081	05/30/2011	0.29	0.0	0.0	86	70	4.5	1	0
1541	06/07/2011	0.0	0.0	0.0	87	66	5.1	2	0
1449	06/27/2013	0.24	0.0	0.0	86	73	4.0	4	0
1457	07/24/2015	0.0	0.0	0.0	87	70	2.0	5	0
1577	08/26/2009	0.03	0.0	0.0	85	70	5.6	3	0
1522	09/03/2013	0.03	0.0	0.0	82	68	2.9	2	0
1688	09/25/2006	0.0	0.0	0.0	72	62	6.5	1	0
1303	09/26/2015	0.0	0.0	0.0	72	61	6.0	6	1
1438	10/10/2013	0.0	0.0	0.0	65	54	8.9	4	0
1308	10/28/2007	0.0	0.0	0.0	56	43	6.7	7	1
1263	12/08/2008	0.0	0.0	0.0	30	19	7.4	1	0
1235	12/09/2010	0.0	0.0	0.0	30	23	8.1	4	0
1325	12/11/2008	2.35	0.0	0.0	43	37	11.9	4	0
1438	01/06/2009	0.08	0.0	0.0	38	31	6.7	2	0
1047	01/07/2014	0.0	0.0	0.0	19	4	13.2	2	0
1465	01/12/2008	0.0	0.0	0.0	49	42	4.5	6	1
1348	01/27/2006	0.0	0.0	0.0	43	24	7.8	5	0
1119	01/30/2010	0.0	0.0	0.0	20	13	8.9	6	1
1074	02/20/2015	0.0	9.1	0.0	19	2	10.3	5	0
1143	03/03/2014	0.04	5.1	0.1	32	17	6.7	1	0
1331	03/04/2009	0.0	8.0	0.0	34	18	5.8	3	0
1104	03/19/2006	0.0	0.0	0.0	42	30	10.3	7	1
1210	03/21/2011	0.44	0.0	0.0	45	36	4.9	1	0
1178	03/23/2013	0.0	0.0	0.0	46	32	9.6	6	1
1096	05/13/2007	0.0	0.0	0.0	68	49	6.7	7	1
1381	05/19/2006	1.04	0.0	0.0	61	50	4.7	5	0
1378	07/10/2009	0.0	0.0	0.0	78	60	4.5	5	0
1657	07/26/2006	0.0	0.0	0.0	85	71	4.9	3	0
1531	08/06/2008	0.33	0.0	0.0	87	70	5.4	3	0
1352	09/06/2012	0.0	0.0	0.0	80	69	2.5	4	0
1518	09/22/2006	0.0	0.0	0.0	69	53	3.1	5	0
1534	10/04/2013	0.0	0.0	0.0	86	66	2.9	5	0
1468	10/13/2006	0.0	0.0	0.0	55	41	5.4	5	0
1478	11/05/2010	0.05	0.0	0.0	52	45	5.4	5	0
1428	01/04/2008	0.0	0.0	0.0	36	16	5.6	5	0
1210	01/06/2008	0.01	0.0	0.0	50	36	1.8	7	1
1000	01/23/2011	0.0	6.0	0.0	24	11	9.6	7	1
1460	02/17/2012	0.03	0.0	0.0	50	41	6.7	5	0
1201	02/20/2006	0.0	0.0	0.0	36	22	6.0	1	0
1301	02/26/2013	0.14	0.0	0.0	44	35	7.6	2	0
1506	04/25/2006	0.03	0.0	0.0	71	48	5.1	2	0
1327	04/27/2015	0.0	0.0	0.0	62	49	5.8	1	0
1195	05/04/2013	0.0	0.0	0.0	69	48	5.8	6	1
1248	05/20/2007	0.02	0.0	0.0	75	51	6.5	7	1
1096	05/26/2013	0.0	0.0	0.0	66	48	8.5	7	1
1268	06/04/2012	0.18	0.0	0.0	63	54	7.6	1	0
1234	07/01/2012	0.0	0.0	0.0	94	74	4.7	7	1
1493	08/17/2009	0.0	0.0	0.0	92	75	3.8	1	0
1470	08/22/2012	0.0	0.0	0.0	82	68	2.0	3	0
1397	08/30/2008	2.18	0.0	0.0	83	67	2.5	6	1
1441	09/08/2007	0.0	0.0	0.0	88	71	5.1	6	1
1371	09/20/2008	0.0	0.0	0.0	69	51	3.6	6	1
1363	09/25/2010	0.0	0.0	0.0	89	67	7.2	6	1
1582	10/23/2009	0.19	0.0	0.0	64	49	8.9	5	0
1081	12/19/2008	0.93	0.0	4.0	37	29	10.3	5	0
1355	12/27/2007	0.05	0.0	0.0	43	36	4.5	4	0
1506	01/10/2012	0.0	0.0	0.0	47	33	7.4	2	0
1260	04/07/2012	0.0	0.0	0.0	61	40	5.6	6	1
1398	04/10/2007	0.0	0.0	0.0	51	33	6.0	2	0
1150	05/16/2010	0.0	0.0	0.0	72	54	4.3	7	1
1179	06/27/2010	0.0	0.0	0.0	91	71	3.8	7	1
1273	07/09/2011	0.0	0.0	0.0	88	67	4.5	6	1
1351	09/08/2012	0.39	0.0	0.0	81	63	4.5	6	1
1403	10/09/2010	0.0	0.0	0.0	72	54	5.6	6	1
1092	10/28/2012	0.0	0.0	0.0	59	55	11.6	7	1
1357	11/01/2015	0.0	0.0	0.0	65	54	4.9	7	1
1414	11/20/2015	0.0	0.0	0.0	64	46	5.8	5	0
1493	11/21/2006	0.0	0.0	0.0	46	35	5.8	2	0
1066	12/06/2009	0.0	0.0	0.0	38	33	7.2	7	1
1111	12/08/2013	0.08	0.0	0.7	33	29	6.3	7	1
1254	12/28/2015	0.03	0.0	0.0	46	34	8.3	1	0
1567	01/16/2007	0.0	0.0	0.0	55	22	9.6	2	0
1321	01/16/2010	0.0	0.0	0.0	49	38	6.5	6	1
1434	03/07/2012	0.0	0.0	0.0	62	37	8.3	3	0
1417	03/18/2011	0.0	0.0	0.0	77	51	8.1	5	0
1119	03/25/2013	0.17	0.0	0.0	40	36	8.9	1	0
1517	04/13/2006	0.0	0.0	0.0	78	55	6.3	4	0
1416	04/13/2007	0.0	0.0	0.0	49	42	10.1	5	0
1192	04/30/2006	0.0	0.0	0.0	70	44	3.8	7	1
1229	04/30/2011	0.0	0.0	0.0	67	50	4.9	6	1
1503	05/09/2012	0.33	0.0	0.0	69	57	2.9	3	0
1519	05/15/2015	0.0	0.0	0.0	75	55	3.4	5	0
1371	06/02/2006	2.79	0.0	0.0	82	66	2.7	5	0
1184	06/07/2015	0.0	0.0	0.0	74	55	3.8	7	1
1433	07/23/2014	0.19	0.0	0.0	88	72	4.9	3	0
1180	07/26/2009	1.42	0.0	0.0	84	67	4.7	7	1
1358	09/16/2011	0.0	0.0	0.0	65	51	5.4	5	0
1243	10/13/2012	0.0	0.0	0.0	53	38	3.6	6	1
1563	10/19/2007	0.38	0.0	0.0	73	65	4.3	5	0
1366	10/25/2013	0.0	0.0	0.0	53	40	5.1	5	0
1152	10/31/2010	0.0	0.0	0.0	58	42	8.5	7	1
1388	11/16/2015	0.0	0.0	0.0	67	51	4.0	1	0
762	11/28/2013	0.0	0.0	0.0	35	30	7.2	4	0
1161	12/14/2014	0.0	0.0	0.0	46	38	6.0	7	1
1328	01/02/2009	0.0	0.0	0.0	34	23	6.3	5	0
1298	04/23/2013	0.0	0.0	0.0	53	41	8.7	2	0
1495	06/19/2012	0.0	0.0	0.0	77	63	2.7	2	0
1403	06/28/2007	0.03	0.0	0.0	87	70	5.1	4	0
1505	08/03/2006	0.01	0.0	0.0	96	78	6.7	4	0
1406	08/13/2012	0.0	0.0	0.0	86	69	4.3	1	0
1247	08/26/2006	0.78	0.0	0.0	69	63	0.0	6	1
1247	09/21/2014	0.15	0.0	0.0	75	67	1.6	7	1
1115	10/03/2015	0.35	0.0	0.0	55	49	11.4	6	1
1404	10/07/2011	0.0	0.0	0.0	66	48	2.0	5	0
1490	10/20/2006	0.45	0.0	0.0	66	47	6.5	5	0
1338	10/27/2014	0.0	0.0	0.0	63	48	5.1	1	0
1417	11/01/2008	0.0	0.0	0.0	66	50	4.5	6	1
1536	11/05/2007	0.0	0.0	0.0	57	44	4.3	1	0
1365	11/25/2006	0.0	0.0	0.0	53	40	4.0	6	1
1264	12/17/2009	0.0	0.0	0.0	31	20	11.4	4	0
1018	01/24/2015	0.72	3.1	3.6	39	33	6.0	6	1
1304	01/28/2010	0.09	0.0	1.3	42	20	8.5	4	0
1267	02/19/2011	0.0	0.0	0.0	54	23	15.9	6	1
1518	03/13/2008	0.0	0.0	0.0	45	31	5.4	4	0
1303	03/14/2011	0.0	0.0	0.0	45	37	5.1	1	0
1569	03/25/2010	0.0	0.0	0.0	62	48	4.3	4	0
1119	04/01/2007	0.06	0.0	0.0	50	42	5.4	7	1
1479	04/26/2006	0.0	0.0	0.0	60	41	6.5	3	0
1496	04/27/2012	0.04	0.0	0.0	56	41	9.4	5	0
1515	05/30/2008	0.0	0.0	0.0	82	58	4.7	5	0
1513	06/11/2010	0.0	0.0	0.0	71	58	4.3	5	0
1297	07/18/2015	0.32	0.0	0.0	85	71	4.5	6	1
1240	07/20/2008	0.01	0.0	0.0	94	75	6.9	7	1
1400	08/06/2013	0.0	0.0	0.0	82	64	2.7	2	0
1272	08/23/2009	0.02	0.0	0.0	84	73	1.8	7	1
1187	10/17/2015	0.0	0.0	0.0	56	42	5.8	6	1
1478	11/02/2006	0.26	0.0	0.0	60	43	5.1	4	0
1422	11/13/2010	0.0	0.0	0.0	64	46	3.1	6	1
1433	12/01/2009	0.0	0.0	0.0	47	35	7.2	2	0
1242	12/16/2014	0.2	0.0	0.0	49	38	3.8	2	0
1259	12/26/2008	0.02	0.0	0.0	41	32	5.1	5	0
1144	01/22/2006	0.0	0.0	0.0	43	33	6.5	7	1
1537	03/23/2006	0.0	0.0	0.0	54	34	8.1	4	0
1471	06/03/2009	0.5	0.0	0.0	72	54	3.6	3	0
1355	07/08/2013	0.22	0.0	0.0	89	73	4.7	1	0
1435	08/07/2014	0.0	0.0	0.0	83	66	4.3	4	0
1255	08/15/2010	0.16	0.0	0.0	77	67	4.7	7	1
1178	09/12/2010	0.15	0.0	0.0	67	59	6.3	7	1
1571	09/16/2008	0.0	0.0	0.0	70	61	4.0	2	0
1576	09/19/2006	0.01	0.0	0.0	80	67	0.9	2	0
1368	12/19/2012	0.0	0.0	0.0	47	39	9.4	3	0
1214	12/19/2014	0.0	0.0	0.0	38	31	7.2	5	0
1023	12/31/2013	0.0	0.0	0.0	32	21	5.8	2	0
977	01/11/2015	0.0	1.2	0.0	37	18	6.0	7	1
1446	01/27/2010	0.0	0.0	0.0	39	31	6.9	3	0
1195	02/02/2014	0.0	1.2	0.0	56	39	3.1	7	1
1285	03/22/2013	0.0	0.0	0.0	41	28	8.9	5	0
1405	04/30/2013	0.0	0.0	0.0	68	51	5.4	2	0
1627	05/28/2008	0.0	0.0	0.0	68	53	6.7	3	0
1253	06/09/2013	0.0	0.0	0.0	80	63	2.2	7	1
1474	06/15/2012	0.0	0.0	0.0	80	60	4.0	5	0
1393	08/18/2011	0.07	0.0	0.0	83	67	4.9	4	0
1339	08/31/2013	0.0	0.0	0.0	86	73	4.9	6	1
1221	10/10/2015	0.0	0.0	0.0	65	50	2.5	6	1
1087	10/18/2015	0.0	0.0	0.0	50	38	4.9	7	1
1378	11/07/2006	0.02	0.0	0.0	59	47	2.5	2	0
1528	12/10/2008	0.27	0.0	0.0	65	43	8.3	3	0
1183	12/29/2012	0.26	0.0	0.0	34	30	6.0	6	1
1256	01/20/2014	0.0	0.0	0.0	46	31	7.4	1	0
1576	01/24/2006	0.0	0.0	0.0	46	35	5.65	2	0
1170	01/25/2014	0.04	3.9	1.0	28	19	7.6	6	1
1225	02/18/2014	0.16	18.1	1.5	39	26	5.1	2	0
1540	03/21/2006	0.0	0.0	0.0	44	24	6.5	2	0
1372	04/21/2008	0.0	0.0	0.0	63	47	11.4	1	0
1260	04/28/2012	0.0	0.0	0.0	60	38	6.0	6	1
1490	05/21/2013	0.0	0.0	0.0	86	68	5.4	2	0
1254	06/06/2015	0.19	0.0	0.0	76	60	4.7	6	1
1358	07/20/2012	0.58	0.0	0.0	72	61	7.4	5	0
1450	08/04/2015	0.43	0.0	0.0	89	69	5.4	2	0
1495	08/10/2011	0.0	0.0	0.0	86	70	5.4	3	0
1497	09/05/2006	0.46	0.0	0.0	69	61	0.0	2	0
1484	09/17/2007	0.0	0.0	0.0	69	51	3.4	1	0
1391	10/28/2009	1.29	0.0	0.0	57	51	8.7	3	0
1290	10/30/2015	0.0	0.0	0.0	61	48	5.8	5	0
1450	11/04/2009	0.0	0.0	0.0	52	41	4.9	3	0
1141	11/07/2010	0.0	0.0	0.0	51	36	6.9	7	1
1224	11/24/2007	0.0	0.0	0.0	39	26	3.8	6	1
1044	12/06/2014	1.22	0.0	0.0	50	39	4.0	6	1
1231	12/17/2015	1.21	0.0	0.0	59	50	4.9	4	0
1189	12/23/2009	0.0	5.0	0.0	30	20	9.6	3	0
1559	01/13/2009	0.0	0.0	0.0	41	28	5.4	2	0
1193	01/14/2007	0.09	0.0	0.0	46	41	4.3	7	1
1340	01/20/2009	0.0	4.0	0.0	29	19	6.0	2	0
1291	01/29/2007	0.01	1.0	0.1	30	21	8.7	1	0
1347	02/02/2009	0.0	0.0	0.0	53	34	5.1	1	0
1269	04/17/2014	0.0	0.0	0.0	48	36	7.8	4	0
1538	05/21/2014	0.0	0.0	0.0	74	63	2.5	3	0
1366	06/22/2012	0.35	0.0	0.0	90	70	2.7	5	0
1411	06/27/2011	0.0	0.0	0.0	82	66	2.2	1	0
1386	08/27/2015	0.0	0.0	0.0	82	67	3.1	4	0
1541	09/07/2007	0.0	0.0	0.0	86	70	4.9	5	0
1110	09/11/2011	0.01	0.0	0.0	71	64	4.5	7	1
1668	09/28/2006	0.01	0.0	0.0	75	62	4.9	4	0
1474	09/28/2011	0.11	0.0	0.0	74	68	5.8	3	0
1326	10/07/2007	0.0	0.0	0.0	82	67	3.8	7	1
1573	10/20/2010	0.0	0.0	0.0	59	47	3.6	3	0
1308	12/18/2009	0.0	0.0	0.0	30	16	5.4	5	0
1387	12/26/2007	0.51	0.0	0.0	39	32	6.3	3	0
1277	12/29/2009	0.0	0.0	0.0	31	16	14.3	2	0
1160	12/30/2007	0.12	0.0	0.0	43	35	4.0	7	1
1440	01/26/2006	0.0	0.0	0.0	35	26	13.4	4	0
1023	02/19/2006	0.0	0.0	0.0	30	15	8.5	7	1
1324	03/05/2011	0.01	0.0	0.0	61	41	8.9	6	1
1228	03/26/2015	0.32	0.0	0.0	62	42	2.9	4	0
1397	03/29/2012	0.0	0.0	0.0	61	43	8.9	4	0
1394	04/08/2014	0.34	0.0	0.0	64	46	6.9	2	0
1231	05/23/2015	0.0	0.0	0.0	70	49	4.5	6	1
1446	05/25/2012	0.0	0.0	0.0	75	60	3.6	5	0
1446	06/02/2011	0.0	0.0	0.0	80	62	8.5	4	0
1358	07/07/2014	0.04	0.0	0.0	90	72	5.8	1	0
1246	07/30/2006	0.0	0.0	0.0	89	77	4.7	7	1
1466	09/05/2014	0.0	0.0	0.0	87	72	2.9	5	0
1296	09/07/2008	0.0	0.0	0.0	80	67	6.7	7	1
1557	09/10/2007	0.13	0.0	0.0	79	73	3.1	1	0
1490	09/30/2010	1.1	0.0	0.0	75	69	5.65	4	0
1465	10/05/2011	0.0	0.0	0.0	71	53	7.4	3	0
1156	11/03/2013	0.0	0.0	0.0	55	37	6.3	7	1
941	11/06/2012	0.0	0.0	0.0	42	31	5.6	2	0
1282	12/07/2015	0.0	0.0	0.0	54	42	3.8	1	0
1089	12/08/2014	0.0	0.0	0.0	37	24	11.4	1	0
906	12/28/2014	0.1	0.0	0.0	54	43	5.8	7	1
1266	01/15/2015	0.0	0.0	0.0	35	25	4.7	4	0
1487	01/23/2007	0.0	0.0	0.0	36	28	6.3	2	0
1106	03/23/2014	0.0	0.0	0.0	42	27	7.4	7	1
1151	04/10/2011	0.0	0.0	0.0	56	46	4.0	7	1
1185	04/13/2014	0.0	0.0	0.0	77	54	5.8	7	1
1232	05/04/2015	0.0	0.0	0.0	85	57	5.4	1	0
1585	05/12/2011	0.0	0.0	0.0	74	52	4.9	4	0
1278	06/02/2015	0.37	0.0	0.0	55	50	6.3	2	0
1255	06/11/2011	0.55	0.0	0.0	72	59	10.1	6	1
1404	06/28/2013	0.0	0.0	0.0	85	73	5.1	5	0
1555	07/02/2008	0.0	0.0	0.0	85	67	4.7	3	0
1644	07/25/2006	0.0	0.0	0.0	82	72	6.3	2	0
1228	08/19/2012	0.0	0.0	0.0	74	62	1.1	7	1
1501	08/24/2011	0.0	0.0	0.0	80	67	7.4	3	0
1230	08/30/2015	0.13	0.0	0.0	90	72	4.0	7	1
1195	10/12/2009	0.0	0.0	0.0	53	43	2.7	1	0
1543	11/04/2015	0.0	0.0	0.0	70	56	2.5	3	0
1240	12/07/2012	0.14	0.0	0.0	46	35	2.5	5	0
1254	01/01/2012	0.05	0.0	0.0	52	41	6.0	7	1
1685	01/10/2006	0.0	0.0	0.0	49	41	5.6	2	0
1242	01/28/2006	0.0	0.0	0.0	58	37	6.0	6	1
1350	03/11/2014	0.0	0.0	0.0	66	45	4.7	2	0
1476	03/20/2007	0.0	1.0	0.0	50	33	7.6	2	0
1444	04/06/2011	0.09	0.0	0.0	55	38	6.7	3	0
1326	04/27/2013	0.0	0.0	0.0	71	48	4.7	6	1
1467	05/27/2015	0.08	0.0	0.0	85	70	5.1	3	0
1631	05/30/2007	0.0	0.0	0.0	84	61	1.8	3	0
1573	07/30/2007	0.0	0.0	0.0	86	70	2.0	1	0
1505	08/04/2008	0.0	0.0	0.0	85	68	5.8	1	0
1281	08/08/2010	0.0	0.0	0.0	89	73	6.7	7	1
1440	08/20/2010	0.0	0.0	0.0	90	73	5.6	5	0
1354	09/28/2015	0.0	0.0	0.0	78	65	3.4	1	0
1406	10/09/2012	0.03	0.0	0.0	58	50	6.5	2	0
1119	11/28/2014	0.0	0.0	0.0	37	29	5.8	5	0
1550	01/09/2008	0.03	0.0	0.0	64	47	8.5	3	0
1413	01/12/2010	0.0	0.0	0.0	35	24	9.4	2	0
1184	01/13/2013	0.0	0.0	0.0	50	43	2.7	7	1
1367	02/20/2009	0.0	0.0	0.0	33	23	13.6	5	0
1469	03/04/2010	0.0	0.0	0.0	47	35	7.8	4	0
1598	03/11/2009	0.0	0.0	0.0	58	41	7.4	3	0
1354	03/12/2015	0.0	3.9	0.0	47	36	8.3	4	0
1080	03/30/2008	0.0	0.0	0.0	49	28	6.3	7	1
1453	04/09/2013	0.0	0.0	0.0	82	51	4.9	2	0
1456	05/19/2010	0.0	0.0	0.0	64	50	3.8	3	0
1233	07/04/2012	0.06	0.0	0.0	92	70	4.3	3	0
1514	07/21/2015	0.0	0.0	0.0	89	74	2.5	2	0
1376	09/24/2006	0.01	0.0	0.0	79	67	6.3	7	1
1429	11/28/2007	0.0	0.0	0.0	45	35	4.7	3	0
1462	12/03/2009	0.73	0.0	0.0	66	49	9.8	4	0
1579	01/23/2008	0.0	0.0	0.0	40	30	8.1	3	0
1494	02/12/2009	0.12	0.0	0.0	57	44	13.4	4	0
1097	02/19/2007	0.0	0.0	0.0	30	12	9.6	1	0
1511	03/10/2006	0.0	0.0	0.0	74	47	10.3	5	0
1391	03/17/2011	0.0	0.0	0.0	65	44	5.6	4	0
1059	04/07/2013	0.0	0.0	0.0	55	40	7.2	7	1
1178	05/04/2014	0.02	0.0	0.0	65	54	8.3	7	1
1152	05/30/2010	0.0	0.0	0.0	84	67	5.8	7	1
1365	06/18/2013	0.2	0.0	0.0	84	64	3.6	2	0
1326	06/30/2014	0.0	0.0	0.0	84	69	2.7	1	0
1445	08/13/2010	0.0	0.0	0.0	82	68	7.4	5	0
1354	09/09/2014	0.0	0.0	0.0	73	63	7.8	2	0
1064	11/02/2014	0.0	0.0	0.0	48	41	10.7	7	1
800	12/28/2010	0.0	18.0	0.0	38	24	9.2	2	0
982	01/15/2006	0.12	2.0	2.0	32	16	12.8	7	1
1200	01/27/2014	0.0	3.1	0.0	44	21	7.8	1	0
1450	01/29/2008	0.01	0.0	0.0	43	30	3.8	2	0
1101	04/16/2011	1.45	0.0	0.0	55	41	12.3	6	1
1462	04/18/2008	0.0	0.0	0.0	84	51	3.1	5	0
1073	05/09/2010	0.0	0.0	0.0	52	44	11.4	7	1
1263	05/13/2006	0.0	0.0	0.0	71	53	8.1	6	1
1547	05/24/2006	0.0	0.0	0.0	73	52	5.1	3	0
1512	06/17/2010	0.45	0.0	0.0	74	65	7.2	4	0
1339	07/26/2015	0.0	0.0	0.0	90	74	4.5	7	1
1392	08/03/2010	0.0	0.0	0.0	86	72	6.9	2	0
1570	08/07/2006	0.0	0.0	0.0	87	75	6.7	1	0
1433	08/13/2013	0.85	0.0	0.0	77	68	2.7	2	0
1277	08/18/2013	0.0	0.0	0.0	76	68	2.9	7	1
799	08/28/2006	0.35	0.0	0.0	77	70	0.0	1	0
1405	08/28/2013	0.43	0.0	0.0	86	71	2.7	3	0
1369	10/02/2012	0.38	0.0	0.0	69	62	2.9	2	0
1362	12/04/2012	0.07	0.0	0.0	62	47	2.9	2	0
1524	01/20/2006	0.0	0.0	0.0	61	42	8.3	5	0
1404	01/21/2009	0.0	3.0	0.0	26	17	8.3	3	0
1288	01/26/2008	0.0	0.0	0.0	34	25	3.8	6	1
1065	02/18/2013	0.0	0.0	0.0	35	17	8.3	1	0
1260	03/02/2006	0.52	0.0	1.3	35	29	5.1	4	0
1510	03/08/2006	0.0	0.0	0.0	49	29	5.4	3	0
1509	03/24/2010	0.0	0.0	0.0	60	43	11.6	3	0
1471	04/16/2010	0.31	0.0	0.0	57	46	7.4	5	0
1444	05/15/2006	0.64	0.0	0.0	62	51	9.8	1	0
1380	06/04/2015	0.0	0.0	0.0	65	54	5.1	4	0
1360	06/14/2008	2.01	0.0	0.0	89	68	3.1	6	1
1350	06/14/2014	0.0	0.0	0.0	74	60	4.7	6	1
